1,1,1
2,1,2
3,1,3
4,1,4
5,1,5
6,1,6
7,1,7
8,1,8
9,1,9
10,1,10
11,1,11
12,1,12
13,1,13
14,1,14
15,1,15
16,1,16
17,1,17
18,1,18
19,1,19
20,1,20
21,1,21
22,1,22
23,1,23
24,1,24
25,1,25
26,1,26
27,1,27
28,1,28
29,1,29
30,1,30
31,1,31
32,1,32
33,1,33
34,1,34
35,1,35
36,1,36
37,1,37
38,1,38
39,1,39
40,1,40
41,1,41
42,1,42
43,1,43
44,1,44
45,1,45
46,1,46
47,1,47
48,1,48
49,1,49
50,1,50
51,1,51
52,1,52
53,1,53
54,1,54
55,1,55
56,1,56
57,1,57
58,1,58
59,1,59
60,1,60
61,1,61
62,1,62
63,1,63
64,1,64
65,3,1
66,3,2
67,3,3
68,3,4
69,3,5
70,3,6
71,3,7
72,3,8
73,3,9
74,3,10
75,3,11
76,3,12
77,3,13
78,3,14
79,3,15
80,3,16
81,3,17
82,3,18
83,3,19
84,3,20
85,3,21
86,3,22
87,3,23
88,3,24
89,3,25
90,3,26
91,3,27
92,3,28
93,3,29
94,3,30
95,3,31
96,3,32
97,3,33
98,3,34
99,3,35
100,3,36
101,3,37
102,3,38
103,3,39
104,3,40
105,3,41
106,3,42
107,3,43
108,3,44
109,3,45
110,3,46
111,3,47
112,3,48
113,3,49
114,3,50
115,3,51
116,3,52
117,3,53
118,3,54
119,3,55
120,3,56
121,3,57
122,3,58
123,3,59
124,3,60
125,3,61
126,3,62
127,3,63
128,3,64
129,3,65
130,3,66
131,3,67
132,3,68
133,3,69
134,3,70
135,3,71
136,3,72
137,3,73
138,3,74
139,3,75
140,3,76
141,3,77
142,3,78
143,3,79
144,3,80
145,3,81
146,3,82
147,3,83
148,3,84
149,3,85
150,3,86
151,3,87
152,3,88
153,3,89
154,3,90
155,3,91
156,3,92
157,3,93
158,3,94
159,3,95
160,3,96
161,3,97
162,3,98
163,3,99
164,3,100
165,3,101
166,3,102
167,3,103
168,3,104
169,3,105
170,3,106
171,3,107
172,3,108
173,3,109
174,3,110
175,3,111
176,3,112
177,3,113
178,3,114
179,3,115
180,3,116
181,3,117
182,3,118
183,3,119
184,3,120
185,3,121
186,3,122
187,3,123
188,3,124
189,3,125
